3	0.998812
4	0.950097
5	0.531889
6	0.545555
7	0.651176
8	0.556554
9	0.518248
10	0.762486
11	0.579784
12	0.426958
13	0.612377
14	0.682540
15	0.999971
16	0.999989
17	0.494176
18	0.367121
19	0.999823
20	0.537458
21	0.848770
22	0.999856
23	0.688360
24	0.825093
25	0.319195
26	0.864599
27	0.484825
28	0.148470
29	0.991506
30	0.761382
31	0.277943
32	0.690968
33	0.564348
34	0.999978
35	0.999469
36	0.851193
37	0.557646
38	0.790573
39	0.464531
40	0.191561
41	0.810055
42	0.575538
43	0.276106
44	0.422868
45	0.960573
46	0.749934
47	0.964549
48	0.569106
49	0.161726
50	0.697904
51	0.635512
52	0.998902
53	0.674489
54	0.452641
55	0.475604
56	0.915427
57	0.937469
58	0.633906
59	0.852163
60	0.499563
61	0.247176
62	0.593414
63	0.873347
64	0.681626
65	0.321847
66	0.411476
67	0.688308
68	0.968919
69	0.686057
70	0.992694
71	0.495668
72	0.995808
73	0.643193
74	0.999380
75	0.999499
76	0.637759
77	0.386412
78	0.421910
79	0.429432
80	0.608427
81	0.468367
82	0.432080
83	0.542651
84	0.579644
85	0.575636
86	0.998361
87	0.625197
88	0.964083
89	0.949517
90	0.668123
91	0.451879
92	0.452395
93	0.682079
94	0.593065
95	0.950914
96	0.749013
97	0.403626
98	0.475024
99	0.512559
100	0.624452
101	0.712785
102	0.443284
103	0.424090
104	0.513791
105	0.600793
106	0.999998
107	0.907811
108	0.946136
109	0.479830
110	0.239150
111	0.999130
112	0.661522
113	0.321155
114	0.806717
115	0.672868
116	0.983979
117	0.581463
118	0.925841
119	0.711517
120	0.934201
121	0.503569
122	0.294832
123	0.743461
124	0.809307
125	0.907695
126	0.717938
127	0.304990
128	0.356064
129	0.703443
130	0.999771
131	0.490934
132	0.328440
133	0.999347
134	0.577170
135	0.241508
136	0.637443
137	0.707049
138	0.897211
139	0.634252
140	0.390639
141	0.562085
142	0.644300
143	0.453074
144	0.699377
145	0.382916
146	0.378396
147	0.986349
148	0.849800
149	0.553800
150	0.930395
151	0.555748
152	0.984968
153	0.572992
154	0.201648
155	0.999992
156	0.916500
157	0.586052
158	0.470917
159	0.953531
160	0.544286
161	0.134339
162	0.986730
163	0.666230
164	0.500475
165	0.633339
166	0.945101
167	0.616346
168	0.960463
169	0.535607
170	0.989270
171	0.766082
172	0.644260
173	0.320632
174	0.490606
175	0.630536
176	0.450821
177	0.392115
178	0.509414
179	0.421935
180	0.778407
181	0.880405
182	0.498289
183	0.789268
184	0.516431
185	0.352108
186	0.917499
187	0.898531
188	0.549698
189	0.336903
190	0.674598
191	0.365193
192	0.412807
193	0.611296
194	0.913077
195	0.598710
196	0.484634
197	0.315151
198	0.356699
199	0.855816
200	0.831510
201	0.499005
202	0.173892
203	0.592068
204	0.988854
205	0.990011
206	0.947205
207	0.534358
208	0.830852
209	0.501497
210	0.258397
211	0.710304
212	0.873477
213	0.602790
214	0.187507
215	0.999484
216	0.990033
217	0.915475
218	0.547228
219	0.390488
220	0.532572
221	0.707502
222	0.489007
223	0.355252
224	0.614814
225	0.647642
226	0.533114
227	0.611391
228	0.398600
229	0.317861
230	0.410417
231	0.649497
232	0.741389
233	0.580337
234	0.225516
235	0.512511
236	0.450772
237	0.289333
238	0.535933
239	0.486362
240	0.383552
241	0.418353
242	0.558891
243	0.667027
244	0.598834
245	0.375483
246	0.761104
247	0.618919
248	0.581532
249	0.393928
250	0.614827
251	0.949459
252	0.872253
253	0.577062
254	0.916396
255	0.695309
256	0.606758
257	0.465326
258	0.558446
259	0.805860
260	0.978534
261	0.460337
262	1.000000
263	0.634499
264	0.225022
265	0.487651
266	0.558394
267	0.293404
268	0.502156
269	0.929723
270	0.774321
271	0.457174
272	0.256646
273	0.523098
274	1.000000
275	0.592289
276	0.280128
277	1.000000
278	0.581332
279	0.968644
280	0.581254
281	0.964151
282	0.581394
283	0.996993
284	0.963889
285	0.442560
286	0.150757
287	0.987983
288	0.571218
289	0.402485
290	0.938769
291	0.853378
292	0.496646
293	0.639073
294	0.555110
295	0.349299
296	0.402318
297	0.782729
298	0.585231
299	0.482424
300	0.422957
301	0.526754
302	0.468123
303	0.594591
304	0.534873
305	0.705835
306	0.302751
307	0.896394
308	0.643395
309	0.412498
310	0.980794
311	0.672071
312	0.363799
313	0.448590
314	1.000000
315	0.417586
316	0.667257
317	0.861798
318	0.459728
319	0.145923
320	0.666973
321	0.999999
322	0.953539
323	0.517975
324	0.818289
325	0.639749
326	0.324340
327	0.415584
328	0.552913
329	0.644705
330	0.785874
331	0.986489
332	0.486444
333	0.202993
334	0.974101
335	0.732138
336	0.423092
337	0.450281
338	0.896067
339	0.715024
340	1.000000
341	0.515397
342	1.000000
343	0.999935
344	0.529557
345	0.254599
346	0.999983
347	0.990874
348	0.532817
349	0.253578
350	0.561483
351	0.902980
352	1.000000
353	0.540617
354	0.916838
355	0.723768
356	0.431914
357	0.310056
358	0.715610
359	0.686667
360	0.392069
361	0.135136
362	0.537449
363	0.475558
364	0.495093
365	0.999996
366	0.811862
367	0.566056
368	0.250442
369	0.396135
370	0.690767
371	0.931865
372	0.998621
373	0.893984
374	0.721317
375	0.301301
376	0.242830
377	0.595882
378	0.501996
379	0.327869
380	0.293201
381	0.659702
382	0.999996
383	1.000000
384	0.716616
385	0.477047
386	0.404040
387	0.911330
388	1.000000
389	0.967121
390	1.000000
391	0.379940
392	0.978184
393	0.706233
394	0.210600
395	0.983369
396	0.846143
397	0.594078
398	0.298961
399	0.579528
400	0.992927
401	0.530620
402	0.323790
403	0.517819
404	0.483687
405	0.999988
406	0.569091
407	0.985239
408	0.996234
409	0.428762
410	0.879740
411	0.570718
412	0.295302
413	0.957302
414	0.544487
415	0.972312
416	1.000000
417	0.453534
418	0.998053
419	0.658975
420	0.315931
421	0.576550
422	0.578214
423	0.742305
424	0.563405
425	0.871829
426	0.838701
427	0.843612
428	1.000000
429	0.999994
430	0.513755
431	0.355787
432	0.404401
433	0.304085
434	0.555465
435	0.999999
436	0.564563
437	0.817662
438	0.538872
439	0.991329
440	0.999869
441	0.554454
442	0.809395
443	0.495392
444	1.000000
445	0.644682
446	0.170428
447	0.612124
448	0.817603
