514	1.0	0.763684	4	121	10210	85 minutes 40 seconds
469	0.962189755755	0.660038	5	154	10210	78 minutes 10 seconds
470	0.918826651699	0.630292	5	174	10210	78 minutes 20 seconds
330	0.860815468178	0.657391	4	139	10210	55 minutes 0 seconds
268	0.858061711388	0.655288	4	127	10210	44 minutes 40 seconds
77	0.823116629391	0.628601	4	138	10210	12 minutes 50 seconds
323	0.771927066672	0.684398	3	116	10210	53 minutes 50 seconds
412	0.7496918027	0.664684	3	113	10210	68 minutes 40 seconds
531	0.745969537138	0.569685	4	130	10210	88 minutes 30 seconds
311	0.720071101551	0.638422	3	106	10210	51 minutes 50 seconds
497	0.712643932368	0.631837	3	102	10210	82 minutes 50 seconds
76	0.705269457001	0.538603	4	134	10210	12 minutes 40 seconds
537	0.701177450359	0.535478	4	121	10210	89 minutes 30 seconds
78	0.69923104005	0.619945	3	107	10210	13 minutes 0 seconds
331	0.667221463529	0.591565	3	107	10210	55 minutes 10 seconds
413	0.666948513651	0.591323	3	97	10210	68 minutes 50 seconds
267	0.662812533486	0.587656	3	115	10210	44 minutes 30 seconds
362	0.658357359868	0.583706	3	91	10210	60 minutes 20 seconds
577	0.635340009742	0.485199	4	142	10210	96 minutes 10 seconds
322	0.627019814478	0.478845	4	135	10210	53 minutes 40 seconds
513	0.617449101985	0.471536	4	120	10210	85 minutes 30 seconds
496	0.613559743227	0.543988	3	94	10210	82 minutes 40 seconds
86	0.613532544262	0.686406	2	70	10210	14 minutes 20 seconds
253	0.61305670337	0.543542	3	97	10210	42 minutes 10 seconds
269	0.607607856853	0.538711	3	95	10210	44 minutes 50 seconds
215	0.603513566735	0.675197	2	62	10210	35 minutes 50 seconds
310	0.603249681952	0.534847	3	91	10210	51 minutes 40 seconds
572	0.599075353456	0.531146	3	116	10210	95 minutes 20 seconds
576	0.598652060276	0.457181	4	133	10210	96 minutes 0 seconds
538	0.597395922186	0.529657	3	115	10210	89 minutes 40 seconds
568	0.582982589615	0.516878	3	101	10210	94 minutes 40 seconds
481	0.580895114926	0.649892	2	84	10210	80 minutes 10 seconds
372	0.578915274153	0.647677	2	79	10210	62 minutes 0 seconds
254	0.578137639177	0.646807	2	77	10210	42 minutes 20 seconds
532	0.576963029718	0.511541	3	110	10210	88 minutes 40 seconds
500	0.572864022671	0.640907	2	76	10210	83 minutes 20 seconds
541	0.568245552024	0.503812	3	94	10210	90 minutes 10 seconds
573	0.568191413206	0.503764	3	115	10210	95 minutes 30 seconds
578	0.560466109019	0.428019	4	134	10210	96 minutes 20 seconds
566	0.557219279294	0.494036	3	91	10210	94 minutes 20 seconds
544	0.556243652667	0.493171	3	92	10210	90 minutes 40 seconds
550	0.551810672981	0.617353	2	71	10210	91 minutes 40 seconds
534	0.548880773332	0.486643	3	93	10210	89 minutes 0 seconds
499	0.547316479118	0.612325	2	84	10210	83 minutes 10 seconds
540	0.547175400544	0.485131	3	93	10210	90 minutes 0 seconds
569	0.546851695525	0.484844	3	93	10210	94 minutes 50 seconds
293	0.54616790332	0.61104	2	62	10210	48 minutes 50 seconds
543	0.544274462179	0.482559	3	100	10210	90 minutes 30 seconds
251	0.542530895597	0.606971	2	63	10210	41 minutes 50 seconds
177	0.541556617294	0.605881	2	74	10210	29 minutes 30 seconds
530	0.532245012335	0.406467	4	131	10210	88 minutes 20 seconds
503	0.530110187977	0.593075	2	70	10210	83 minutes 50 seconds
112	0.529311994834	0.592182	2	76	10210	18 minutes 40 seconds
471	0.528982501697	0.469001	3	114	10210	78 minutes 30 seconds
571	0.524360400056	0.464903	3	105	10210	95 minutes 10 seconds
199	0.519503068134	0.581208	2	68	10210	33 minutes 10 seconds
582	0.513255174882	0.455057	3	91	10210	97 minutes 0 seconds
363	0.505746079721	0.565817	2	84	10210	60 minutes 30 seconds
511	0.502316441326	0.56198	2	70	10210	85 minutes 10 seconds
579	0.501899557672	0.444989	3	112	10210	96 minutes 30 seconds
292	0.497843699462	0.556976	2	68	10210	48 minutes 40 seconds
288	0.497354772644	0.556429	2	62	10210	48 minutes 0 seconds
581	0.497218805643	0.440839	3	98	10210	96 minutes 50 seconds
180	0.496132008681	0.555061	2	63	10210	30 minutes 0 seconds
558	0.495616266863	0.554484	2	67	10210	93 minutes 0 seconds
198	0.494797515555	0.553568	2	87	10210	33 minutes 0 seconds
287	0.493693631422	0.552333	2	66	10210	47 minutes 50 seconds
535	0.493092976506	0.437181	3	102	10210	89 minutes 10 seconds
178	0.489597193381	0.54775	2	74	10210	29 minutes 40 seconds
559	0.48065349732	0.537744	2	65	10210	93 minutes 10 seconds
371	0.477795912241	0.534547	2	88	10210	61 minutes 50 seconds
304	0.477667200245	0.534403	2	65	10210	50 minutes 40 seconds
580	0.477442346351	0.423305	3	102	10210	96 minutes 40 seconds
536	0.476199409306	0.422203	3	118	10210	89 minutes 20 seconds
495	0.472693920799	0.419095	3	90	10210	82 minutes 30 seconds
523	0.472381070073	0.528489	2	64	10210	87 minutes 10 seconds
565	0.471633825429	0.527653	2	83	10210	94 minutes 10 seconds
358	0.469326841666	0.525072	2	61	10210	59 minutes 40 seconds
539	0.468030087152	0.41496	3	108	10210	89 minutes 50 seconds
281	0.466609588416	0.522032	2	72	10210	46 minutes 50 seconds
75	0.463824177678	0.411231	3	98	10210	12 minutes 30 seconds
574	0.463622285001	0.411052	3	102	10210	95 minutes 40 seconds
305	0.463543740176	0.518602	2	66	10210	50 minutes 50 seconds
312	0.463020847692	0.518017	2	80	10210	52 minutes 0 seconds
419	0.455185504932	0.509251	2	61	10210	69 minutes 50 seconds
313	0.454187986962	0.508135	2	71	10210	52 minutes 10 seconds
111	0.450918344729	0.504477	2	80	10210	18 minutes 30 seconds
561	0.44912084595	0.502466	2	71	10210	93 minutes 30 seconds
179	0.448272598143	0.501517	2	62	10210	29 minutes 50 seconds
468	0.445350433709	0.394852	3	109	10210	78 minutes 0 seconds
583	0.444124317769	0.496876	2	85	10210	97 minutes 10 seconds
502	0.442889933974	0.495495	2	73	10210	83 minutes 40 seconds
417	0.439214491419	0.491383	2	83	10210	69 minutes 30 seconds
411	0.439125597458	0.389333	3	111	10210	68 minutes 30 seconds
553	0.439050919924	0.4912	2	61	10210	92 minutes 10 seconds
298	0.438898327208	0.778263	1	52	10210	49 minutes 40 seconds
3	0.438607895004	0.388874	3	93	10210	0 minutes 30 seconds
567	0.438375549241	0.388668	3	90	10210	94 minutes 30 seconds
282	0.434146456574	0.485713	2	70	10210	47 minutes 0 seconds
584	0.430510342685	0.481645	2	67	10210	97 minutes 20 seconds
329	0.430440828634	0.381633	3	118	10210	54 minutes 50 seconds
324	0.429649581211	0.480682	2	66	10210	54 minutes 0 seconds
328	0.429317075222	0.48031	2	74	10210	54 minutes 40 seconds
527	0.429121325728	0.480091	2	73	10210	87 minutes 50 seconds
416	0.421899152615	0.472011	2	75	10210	69 minutes 20 seconds
562	0.421156377138	0.47118	2	76	10210	93 minutes 40 seconds
176	0.417733889409	0.467351	2	68	10210	29 minutes 20 seconds
418	0.416579056777	0.466059	2	76	10210	69 minutes 40 seconds
252	0.415114957822	0.464421	2	89	10210	42 minutes 0 seconds
545	0.413049309052	0.46211	2	75	10210	90 minutes 50 seconds
542	0.398120505174	0.445408	2	89	10210	90 minutes 20 seconds
554	0.397975019776	0.705697	1	57	10210	92 minutes 20 seconds
360	0.394463833119	0.441317	2	62	10210	60 minutes 0 seconds
528	0.393859601805	0.440641	2	71	10210	88 minutes 0 seconds
564	0.393479722649	0.440216	2	88	10210	94 minutes 0 seconds
321	0.392188369588	0.347718	3	113	10210	53 minutes 30 seconds
575	0.387718533374	0.343755	3	107	10210	95 minutes 50 seconds
480	0.387218420341	0.433211	2	78	10210	80 minutes 0 seconds
557	0.387206800508	0.433198	2	65	10210	92 minutes 50 seconds
370	0.387093283678	0.433071	2	79	10210	61 minutes 40 seconds
405	0.385708735887	0.431522	2	62	10210	67 minutes 30 seconds
472	0.38452261909	0.430195	2	70	10210	78 minutes 40 seconds
509	0.382497192818	0.427929	2	61	10210	84 minutes 50 seconds
381	0.382079637045	0.677511	1	33	10210	63 minutes 30 seconds
466	0.375518125015	0.665876	1	51	10210	77 minutes 40 seconds
231	0.375319052067	0.665523	1	30	10210	38 minutes 30 seconds
25	0.371519183734	0.658785	1	58	10210	4 minutes 10 seconds
425	0.36829848797	0.653074	1	52	10210	70 minutes 50 seconds
510	0.36791162093	0.411611	2	66	10210	85 minutes 0 seconds
521	0.366632545469	0.41018	2	60	10210	86 minutes 50 seconds
529	0.366057810654	0.409537	2	89	10210	88 minutes 10 seconds
456	0.365997588178	0.648994	1	47	10210	76 minutes 0 seconds
103	0.36571053965	0.648485	1	42	10210	17 minutes 10 seconds
270	0.363831271888	0.407046	2	65	10210	45 minutes 0 seconds
309	0.363804456889	0.407016	2	76	10210	51 minutes 30 seconds
203	0.362336450568	0.642502	1	58	10210	33 minutes 50 seconds
306	0.362236632121	0.642325	1	55	10210	51 minutes 0 seconds
4	0.360106668502	0.402879	2	68	10210	0 minutes 40 seconds
563	0.359737515347	0.402466	2	75	10210	93 minutes 50 seconds
478	0.358352171883	0.635437	1	48	10210	79 minutes 40 seconds
616	0.357629757022	0.634156	1	59	10210	102 minutes 40 seconds
320	0.354816069164	0.39696	2	69	10210	53 minutes 20 seconds
266	0.354211837849	0.396284	2	77	10210	44 minutes 20 seconds
508	0.354005839849	0.62773	1	56	10210	84 minutes 40 seconds
85	0.353654085866	0.39566	2	83	10210	14 minutes 10 seconds
415	0.351508885931	0.39326	2	67	10210	69 minutes 10 seconds
512	0.351436501748	0.311587	3	114	10210	85 minutes 20 seconds
549	0.350927894282	0.39261	2	68	10210	91 minutes 30 seconds
526	0.350585556126	0.392227	2	64	10210	87 minutes 40 seconds
249	0.350141117723	0.620877	1	39	10210	41 minutes 30 seconds
197	0.348956991843	0.390405	2	77	10210	32 minutes 50 seconds
302	0.347795666194	0.616718	1	46	10210	50 minutes 20 seconds
182	0.339509607212	0.602025	1	41	10210	30 minutes 20 seconds
272	0.339232709713	0.601534	1	50	10210	45 minutes 20 seconds
570	0.337196827035	0.377248	2	89	10210	95 minutes 0 seconds
560	0.33713872787	0.377183	2	60	10210	93 minutes 20 seconds
327	0.334751594578	0.593588	1	36	10210	54 minutes 30 seconds
130	0.333301689341	0.591017	1	39	10210	21 minutes 40 seconds
122	0.332400503589	0.589419	1	37	10210	20 minutes 20 seconds
106	0.331316599324	0.587497	1	31	10210	17 minutes 40 seconds
380	0.330425000655	0.585916	1	37	10210	63 minutes 20 seconds
172	0.329660853788	0.584561	1	49	10210	28 minutes 40 seconds
224	0.328739365979	0.582927	1	47	10210	37 minutes 20 seconds
181	0.328486154212	0.582478	1	52	10210	30 minutes 10 seconds
515	0.327796382155	0.366731	2	73	10210	85 minutes 50 seconds
498	0.325659226721	0.36434	2	89	10210	83 minutes 0 seconds
463	0.325533332812	0.577242	1	35	10210	77 minutes 10 seconds
301	0.324780464866	0.575907	1	40	10210	50 minutes 10 seconds
74	0.323848320443	0.362314	2	72	10210	12 minutes 20 seconds
348	0.323270217404	0.573229	1	47	10210	58 minutes 0 seconds
20	0.322940308978	0.572644	1	49	10210	3 minutes 20 seconds
426	0.322284439748	0.571481	1	43	10210	71 minutes 0 seconds
315	0.321345469612	0.569816	1	48	10210	52 minutes 30 seconds
16	0.321127786445	0.56943	1	57	10210	2 minutes 40 seconds
615	0.319540937741	0.357495	2	71	10210	102 minutes 30 seconds
102	0.319498546372	0.566541	1	48	10210	17 minutes 0 seconds
234	0.316957405572	0.562035	1	49	10210	39 minutes 0 seconds
407	0.315576865697	0.559587	1	45	10210	67 minutes 50 seconds
56	0.314660453402	0.557962	1	37	10210	9 minutes 20 seconds
202	0.314219447608	0.55718	1	47	10210	33 minutes 40 seconds
157	0.312560318395	0.554238	1	34	10210	26 minutes 10 seconds
349	0.311695789135	0.552705	1	30	10210	58 minutes 10 seconds
404	0.311530552949	0.552412	1	54	10210	67 minutes 20 seconds
118	0.311515326406	0.552385	1	46	10210	19 minutes 40 seconds
52	0.308743531681	0.54747	1	37	10210	8 minutes 40 seconds
533	0.308062330425	0.344653	2	81	10210	88 minutes 50 seconds
361	0.305650768165	0.341955	2	79	10210	60 minutes 10 seconds
501	0.305619483999	0.34192	2	67	10210	83 minutes 30 seconds
40	0.305210409819	0.541205	1	34	10210	6 minutes 40 seconds
294	0.305049121255	0.540919	1	47	10210	49 minutes 0 seconds
87	0.303907130549	0.538894	1	48	10210	14 minutes 30 seconds
385	0.303777422963	0.538664	1	32	10210	64 minutes 10 seconds
475	0.300555035362	0.53295	1	31	10210	79 minutes 10 seconds
55	0.299900294024	0.531789	1	51	10210	9 minutes 10 seconds
257	0.298710931852	0.52968	1	45	10210	42 minutes 50 seconds
430	0.297711619491	0.527908	1	37	10210	71 minutes 40 seconds
391	0.296975105979	0.526602	1	31	10210	65 minutes 10 seconds
13	0.296729225511	0.526166	1	44	10210	2 minutes 10 seconds
617	0.295749087315	0.524428	1	36	10210	102 minutes 50 seconds
90	0.294587358499	0.522368	1	51	10210	15 minutes 0 seconds
319	0.294502766595	0.522218	1	53	10210	53 minutes 10 seconds
507	0.293702527181	0.520799	1	55	10210	84 minutes 30 seconds
289	0.293680533286	0.52076	1	51	10210	48 minutes 10 seconds
408	0.293134069586	0.519791	1	37	10210	68 minutes 0 seconds
519	0.292663174653	0.518956	1	48	10210	86 minutes 30 seconds
437	0.292140960631	0.51803	1	37	10210	72 minutes 50 seconds
152	0.291852784211	0.517519	1	41	10210	25 minutes 20 seconds
173	0.291733791599	0.517308	1	47	10210	28 minutes 50 seconds
486	0.290915505914	0.515857	1	42	10210	81 minutes 0 seconds
376	0.290707973775	0.515489	1	37	10210	62 minutes 40 seconds
248	0.290275427172	0.514722	1	33	10210	41 minutes 20 seconds
126	0.290207189703	0.514601	1	42	10210	21 minutes 0 seconds
347	0.288332069162	0.511276	1	51	10210	57 minutes 50 seconds
